county,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"IN, Clark",0,0,0,0,1,0,0,,,0,1,0,1,0,0,0,2,0,0,0
"IN, Clay",,0,1,,,,,0,0,,,0,0,0,0,0,0,0,,
"IN, Clinton",,1,0,,1,1,,0,,0,0,0,0,,0,0,0,,0,
"IN, Crawford",,0,,0,,0,,,,,,,0,,0,,0,0,1,
"IN, Daviess",,2,0,,0,0,,,,,,0,0,,0,0,0,0,,
"IN, De Kalb",,2,2,0,,0,,,,0,0,0,0,0,0,0,0,0,,
"IN, Dearborn",,3,1,,,0,,,,,,1,,0,0,,0,0,,
"IN, Decatur",,0,0,,,,,,,0,0,0,0,0,0,,0,0,,
"IN, Delaware",,3,4,0,0,0,1,0,,1,,2,0,0,1,0,2,3,,1
"IN, Dubois",,0,0,0,,1,,,0,,0,0,0,0,0,,0,0,,0
"IN, Elkhart",,23,1,1,0,4,0,0,1,0,1,2,1,0,0,0,2,2,0,0
"IN, Fayette",,0,,0,,0,,,0,0,,0,0,,,0,0,0,,
"IN, Floyd",0,1,0,0,0,0,1,1,0,0,,0,1,0,0,0,0,0,0,0
"IN, Fountain",,1,,0,,0,,0,,0,,0,0,,0,,0,0,,
"IN, Franklin",,0,,,,,,,,0,,0,0,,0,,0,0,,
"IN, Fulton",0,2,,,,0,,,,0,,1,0,1,0,0,0,0,,0
"IN, Gibson",,7,0,0,0,0,,,0,0,,0,0,0,,0,0,0,0,
"IN, Grant",,6,3,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,,
"IN, Greene",,0,0,,0,0,,,0,,,0,0,0,0,0,1,0,,0
"IN, Hamilton",,3,0,0,0,0,0,0,0,0,1,4,2,0,1,1,2,5,1,0
"IN, Hancock",,2,0,1,,0,0,0,,0,,2,0,1,0,0,0,0,,
"IN, Harrison",,0,0,0,,0,,,,,,0,0,,0,,0,0,0,
"IN, Hendricks",,0,0,0,0,0,0,,,0,0,1,0,0,1,0,0,1,,
"IN, Henry",,1,1,0,,,,0,,,0,0,0,0,,0,0,0,0,
"IN, Howard",,1,2,,,0,,,,0,0,0,0,0,1,0,0,0,0,
"IN, Huntington",,6,0,0,,0,,,,0,,0,0,,2,0,0,1,,
"IN, Jackson",,5,0,0,,1,,0,,,,1,0,0,0,,0,0,,
"IN, Jasper",,1,0,0,0,,,,0,1,,0,0,,1,,1,0,0,1
"IN, Jay",,2,,0,,,,,,0,,0,0,,,,1,0,,
"IN, Jefferson",,0,0,,,0,,,,,1,0,0,0,,0,0,0,,
"IN, Jennings",,0,1,0,,0,,,,,,0,,0,0,0,1,0,0,
"IN, Johnson",,0,0,,,0,,0,1,0,0,1,0,0,0,0,0,0,0,0
"IN, Knox",,2,2,0,1,0,,,0,0,,1,0,0,0,,0,0,0,
"IN, Kosciusko",,6,1,0,0,1,0,,,0,,0,2,1,0,,0,2,0,0
"IN, La Grange",,5,,0,,2,,,,0,0,0,0,0,0,,0,0,0,0
"IN, La Porte",,1,0,0,2,4,1,,,0,0,1,0,0,0,,0,1,,0
"IN, Lake",0,39,6,4,9,22,7,0,0,1,,7,1,0,1,8,3,4,1,1
"IN, Lawrence",0,0,,0,0,0,,0,,,,0,0,1,0,0,0,0,,
"IN, Madison",,6,0,0,1,0,1,0,0,0,0,1,0,,1,0,1,0,,
"IN, Marion",0,41,2,1,2,5,4,1,2,3,2,11,2,1,2,1,2,2,1,0
"IN, Marshall",,2,1,0,,0,0,,,0,0,0,0,0,0,,1,0,,
"IN, Martin",,0,0,,0,0,,,0,,,0,0,,0,0,,,,
"IN, Miami",,3,1,,0,0,,,0,0,0,0,1,0,0,0,0,0,,
"IN, Monroe",,0,0,,,0,1,0,,0,,2,0,,0,0,0,0,,
"IN, Montgomery",,0,0,1,0,0,,0,0,0,,1,0,,0,,0,0,,
"IN, Morgan",,2,0,0,,0,,0,0,1,0,0,0,0,0,0,0,0,,
"IN, Newton",,0,0,0,,0,,,,0,,0,0,0,0,,0,0,,
"IN, Noble",,2,0,1,,1,0,0,,0,0,0,0,,0,0,0,0,,0
"IN, Ohio",,1,0,0,,,,0,0,0,,0,0,0,,,,0,,
"IN, Orange",,0,,,0,0,,,,,0,0,,0,0,1,0,0,,
"IN, Owen",,0,,,,,,0,0,,,1,0,,0,,0,0,,
"IN, Parke",,2,,,,0,,,,0,,1,0,,0,,0,0,,
"IN, Perry",,0,,0,,,,1,,,,0,0,,0,,0,,0,
"IN, Pike",,0,0,,,0,,0,,,,0,0,0,0,0,0,0,,
"IN, Porter",0,4,2,1,3,12,1,0,0,2,,4,3,3,0,,0,1,0,
"IN, Posey",,1,,0,,0,,,0,,,1,0,0,,,0,0,,
"IN, Pulaski",,0,,0,,0,,,,,,0,0,0,0,0,0,0,,
"IN, Putnam",,0,,,,0,,0,0,,0,0,0,1,0,0,0,0,,
"IN, Randolph",,0,0,0,,0,1,0,0,0,0,1,0,,0,0,0,,0,0
"IN, Ripley",,1,0,0,0,0,,,,,,0,1,0,0,,0,0,,
"IN, Rush",,0,1,0,,0,,0,,,0,0,0,0,0,0,0,0,,
"IN, Scott",,0,0,0,0,0,,0,,0,,0,1,0,0,0,0,0,0,
"IN, Shelby",,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,0,,
"IN, Spencer",,0,0,0,0,0,,,,,0,1,0,,0,0,0,0,,
"IN, St Joseph",,5,0,0,0,3,0,0,0,0,0,2,0,0,1,1,0,0,0,0
"IN, Starke",,0,,,0,,,,,0,,0,0,,0,0,0,0,,
"IN, Steuben",,1,0,0,,1,,,,,0,0,0,0,0,0,0,0,,
"IN, Sullivan",,0,0,,,0,,0,0,,0,0,0,0,0,0,1,0,0,
"IN, Switzerland",,0,1,,,,,,0,,,0,,0,0,,0,0,,
"IN, Tippecanoe",,0,0,0,0,0,,1,0,0,0,4,0,0,1,1,1,0,0,0
"IN, Tipton",,0,,0,,1,,0,0,0,,0,0,,0,,0,0,,
"IN, Union",,0,,,,,0,0,,,,0,0,,0,,0,0,0,
"IN, Vanderburgh",0,5,0,1,0,1,3,0,,,2,2,3,1,3,2,0,4,,
"IN, Vermillion",,1,0,,,,,0,0,,,0,0,,,0,0,0,,
"IN, Vigo",,0,,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,
"IN, Wabash",,3,,,,1,,,0,0,0,1,0,0,0,0,0,0,,
"IN, Warren",,0,,,,0,,,,,,0,0,,0,,0,0,,
"IN, Warrick",,0,0,0,0,0,1,,,,,0,1,,0,,0,0,0,
"IN, Washington",,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0,
"IN, Wayne",,0,1,0,,,,,0,0,,1,0,,,,1,0,0,
"IN, Wells",,4,2,0,,0,,0,,0,,1,0,0,0,0,0,1,,
"IN, White",,0,0,0,,2,,,,0,,0,0,0,0,0,0,1,,
"IN, Whitley",,5,0,,,4,0,,,0,,0,0,,0,0,1,1,0,
"KS, Allen",,0,0,,,,,,,,,,,,,,,,,
"KS, Anderson",,0,0,,0,,,,,,,,,,0,,,,,
"KS, Atchison",,0,0,0,,,,,,,,,1,,,1,,,,
"KS, Barber",,0,,,0,,0,,,1,,,1,,,,1,,,
"KS, Barton",,0,3,6,0,1,,2,,1,,,8,11,1,0,3,1,2,
"KS, Bourbon",,0,0,0,0,,,,,,,,,,,,0,,,
"KS, Brown",,0,0,,,,,,,,,,,,,,,0,,
"KS, Butler",,0,1,1,,,0,,,,,3,2,1,,1,,2,,
"KS, Chase",,0,0,0,1,1,,,,,,,0,,,,,,,
"KS, Chautauqua",,0,0,,,,,,,,,,1,,,,,,,
"KS, Cherokee",,0,0,,0,,,,,,,,,,,,,,,
"KS, Cheyenne",,0,,,,1,0,,,,,,,,,,,,,
"KS, Clark",,0,2,,0,,1,,,,,,1,2,,,,,,
"KS, Clay",,1,2,1,,,,,,,,,0,,,,,1,,
"KS, Cloud",,0,1,,,,,,,,,,1,,,,,,,
"KS, Coffey",,0,0,,0,,,,,,,,,,,,,,,
"KS, Comanche",,0,0,,,,,,,,,,,1,,,,,,
"KS, Cowley",,0,0,0,,,,,,,,0,,1,0,1,,1,,
"KS, Crawford",,0,0,,0,,0,,,,,,,,2,,1,,1,
"KS, Decatur",,0,1,,0,0,,,,,,,1,,,,,,,
"KS, Dickinson",,0,1,0,1,1,,1,,,,,4,,2,1,1,1,,
"KS, Doniphan",,0,0,,,,,,,,1,,,,,,,0,,
"KS, Douglas",,1,1,0,5,1,,,1,,,1,,1,1,,0,3,1,0
"KS, Edwards",,0,0,0,0,,,,,,,3,,,,,,,,
"KS, Elk",,0,0,,,,,,,,,,,,,,,,,
"KS, Ellis",,3,0,1,0,,0,,,1,,0,1,0,,1,1,1,,
"KS, Ellsworth",,0,0,1,,,,,,,,,1,,,1,,,,
"KS, Finney",,0,1,0,0,2,,,0,,,,0,2,,,1,1,,
"KS, Ford",,0,3,,,,1,,1,,,3,3,3,2,1,1,2,,
"KS, Franklin",,1,0,0,,,,,,,,0,,,,1,,,,
"KS, Geary",,0,0,1,0,,,,,,,,,,0,,,,,
"KS, Gove",,0,,,0,,1,2,,,,,0,,,,,,,
"KS, Graham",,0,0,0,,,,,,,,1,,0,,,,2,,
"KS, Grant",,0,0,,,,,,,,1,,,0,,,,,,
"KS, Gray",,0,2,1,0,1,,1,,,,,2,1,1,0,,1,,
"KS, Greeley",,0,,,,,,,,,,,,,,,,2,,
"KS, Greenwood",,0,0,,,,1,,,,,,,,,,,,,
"KS, Hamilton",,0,,,0,,,1,,,,,1,,0,,1,1,,
"KS, Harper",,1,,1,,,,,,2,,,,,1,,,,,
"KS, Harvey",,0,4,0,0,3,2,2,1,1,,1,1,1,2,,,1,0,
"KS, Haskell",,0,0,1,0,,,,,,,,,1,2,0,,,1,
"KS, Hodgeman",,0,1,,,,,,,,,,,,,,,,,1
"KS, Jackson",,0,1,1,,,,,,,,,,,,1,,1,,
"KS, Jefferson",,0,0,,,,,,,,,,,,,,,,,
"KS, Jewell",,0,0,,,0,1,3,,,,,,,,,,,,
"KS, Johnson",,2,5,5,5,4,6,,1,,1,5,6,5,1,2,1,3,1,1
"KS, Kearny",,0,0,0,1,,,,,,,,1,,,,,2,,
"KS, Kingman",,0,0,0,1,,,,,,,1,,,,,,,,
"KS, Kiowa",,0,0,,,1,,,,,,1,,,,,,,,
"KS, Labette",,0,0,0,0,,,,,,,,,,,,,,,
"KS, Lane",,0,1,1,,,,,,,,,,,,,,1,,
"KS, Leavenworth",,0,0,,,,,,,,,,1,,1,,,0,,
"KS, Lincoln",,0,,1,,1,,,,,,,,,1,,,,1,
"KS, Linn",,0,0,0,,,1,,,,,,,,,,,,1,
"KS, Logan",,0,0,,,0,0,,,,,,1,,,,,,,
"KS, Lyon",,0,1,0,,,,,,,,,,,1,,,0,,
"KS, Marion",,0,1,,,0,,,,2,,,1,,1,,,0,,
"KS, Marshall",,0,2,0,0,,,,,,,,2,,,,,1,,
"KS, Mcpherson",,0,3,0,,0,,1,,1,,2,2,1,,2,,,1,
"KS, Meade",,0,,0,4,,,,,1,,,,1,1,,,2,,
"KS, Miami",,0,0,,,,,,,,,,,,,,,,,
"KS, Mitchell",,0,2,0,1,,,,,,,,,,,,,,,
"KS, Montgomery",,0,0,0,,,1,,,,,,,,,,,,,
"KS, Morris",,0,0,1,,,,,,,,,1,,,,,,,
"KS, Morton",,0,0,,,,,,,,,,0,,0,,,,,
"KS, Nemaha",,0,0,,,,,,,,,,,,1,,,,,
"KS, Neosho",,0,0,,,1,,,,,,,,,0,,,0,,
"KS, Ness",,0,0,,,2,1,,,,,1,2,,,4,,1,,
"KS, Norton",,0,0,,,,,,,,,,1,,,,,1,,
"KS, Osage",,0,0,0,,,,,,,,,,,1,,,,,
"KS, Osborne",,0,2,0,,,,,,1,,,,1,,,1,,,
"KS, Ottawa",,0,,,,0,,,,,,,1,,,,,,,
"KS, Pawnee",,0,1,1,0,2,0,,,,,,0,3,,,,,,
"KS, Phillips",,0,1,,,,,1,1,1,,,2,0,1,0,,1,,
"KS, Pottawatomie",,0,2,,,0,,,,,,1,,,,,,1,,
"KS, Pratt",,2,2,1,0,1,,3,,1,,0,1,2,,2,1,1,,
"KS, Rawlins",,0,0,,,,,,,,,,,,,,,2,,
"KS, Reno",,3,4,3,1,2,4,1,,,,3,8,1,1,3,0,0,,
"KS, Republic",,0,0,,0,,1,,,,,0,3,1,,,1,1,,1
"KS, Rice",,3,0,0,1,,0,,,,,,2,0,,1,,,,
"KS, Riley",,0,2,1,0,0,0,,1,,,,1,,1,0,,0,,
"KS, Rooks",,0,0,1,0,1,,,,,,,0,,,,1,,,
"KS, Rush",,0,1,,,2,,,,,,,2,,,,,,,
"KS, Russell",,0,0,0,,,,,,,,0,1,1,,,,,,
"KS, Saline",,0,7,0,,,3,2,,,,1,1,3,,,,2,,1
"KS, Scott",,0,0,,,,,,1,,,,1,2,,,1,,,1
"KS, Sedgwick",,1,14,9,0,2,12,6,4,5,,21,10,1,4,7,1,2,3,3
"KS, Seward",,0,4,1,0,0,,,,,,,,,,,,0,,
"KS, Shawnee",,2,2,0,2,0,1,,,,,2,,,,3,4,1,,
"KS, Sheridan",,,0,0,,,,,,,,,,0,,,,,,
"KS, Sherman",,0,3,,,,,,,,,,3,,0,,1,,1,
"KS, Smith",,1,1,,,,,,,,,,,,,,,,,
"KS, Stafford",,0,1,0,1,,1,1,1,1,,2,3,3,,1,,2,,
"KS, Stanton",,,,,,0,,2,,,,,,,1,,,,,
"KS, Stevens",,0,0,,0,,,,,,1,,,,,,,1,,
"KS, Sumner",,0,0,0,,,,,1,,,3,0,,,0,,,,
"KS, Thomas",,0,1,,,0,,,,,,,2,2,,1,1,0,,
"KS, Trego",,0,1,2,0,,1,,0,,,1,,,0,,,,,
"KS, Wabaunsee",,0,0,0,0,,,,,,,,,,,,1,,,
"KS, Wallace",,0,1,0,0,,,,,,,,,,,,1,,,
"KS, Washington",,0,1,,,,,1,,,,,0,,1,1,,1,,
"KS, Wichita",,0,0,,,,,1,,,,,,,,,,0,,
"KS, Wilson",,0,0,0,,,,,,,,,,,,0,,,,
"KS, Woodson",,0,0,,,,,,,,,,,,,,,,,
"KS, Wyandotte",,1,1,1,1,,1,,,,,,3,2,3,1,2,,,
"KY, Adair",,2,,,,0,,0,,,,,,,,,0,,,
"KY, Allen",,0,0,,,,,,0,,,,,0,,,,,,
"KY, Anderson",,1,0,,,,0,,,,,,,,,,,,,
"KY, Ballard",,0,,0,,0,,,0,,,,,,,,,,,
"KY, Barren",,5,2,,,,0,,0,,,,,,,1,,0,,
"KY, Bath",,0,0,,,,,,,,,,,,,,,,,
"KY, Bell",,1,,,,,,,,,,,,,,,,,,
"KY, Boone",0,0,0,1,,,1,0,,,,1,,,0,,,,0,
"KY, Bourbon",0,0,0,,,,,,,,,1,,,0,0,0,,,
"KY, Boyd",,0,0,,,,,,,,,,,,,,,1,,
"KY, Boyle",,2,0,0,,,,,,,,,,,,,,0,0,
"KY, Bracken",,0,0,,,,,,,1,,,,,,,,,,
"KY, Breckinridge",,0,0,0,,,,,,,,,,,,1,,,,
"KY, Bullitt",0,1,0,,,,,,,,2,,,,,,,,0,
"KY, Butler",,0,,,,,,,,,,,,,,,,,,
"KY, Caldwell",,0,0,0,,,,,0,,,,,,,,,,,
"KY, Calloway",,0,,0,,,,,,,,,0,0,,,,,,
"KY, Campbell",,1,1,,1,0,1,,,,,1,,,,,,,1,
"KY, Carlisle",,0,0,,,0,,,,,,,,,,,,0,,
"KY, Carroll",,0,0,,,,,,,,,,,,,,,,,
"KY, Carter",,0,,,,,,,,,,,,,,,,,,
"KY, Casey",,0,,0,,,,,,,,,,,,,,,,
"KY, Christian",,0,0,,,3,,0,,,,,0,,,,,,,
"KY, Clark",0,0,1,0,,,0,,,,,,,,,,,,,
"KY, Clay",,0,,,,,,,,,,,,,,,,,,
"KY, Clinton",,1,1,,,,,,,,,,,,,,,,,
"KY, Crittenden",,0,0,,,,,,,,,,,,0,,,,,
"KY, Cumberland",,0,,,,,,,,,,,,,,,,,,
"KY, Daviess",,1,2,0,,,0,,,,,2,0,,,,0,0,,
"KY, Edmonson",,1,0,,,,,,,,,0,0,,,,0,,,
"KY, Elliott",,0,,,,,,,,,,,,,,,,,,
"KY, Estill",,0,,,,,,,,,,,,,,,1,,,
"KY, Fayette",0,3,1,0,0,0,0,0,0,,,,,,0,2,1,1,1,
"KY, Fleming",0,0,0,0,0,,,0,,,0,,,,,,,,,
"KY, Floyd",,0,,,,,0,,,,,1,,,,,,,,
"KY, Franklin",,1,0,,,,,,,,,0,,,,,0,,,
"KY, Fulton",,0,0,,,0,,,,,,,,,,,,,,
"KY, Gallatin",,,0,,,,,,,,,,,,,,,,,
"KY, Garrard",,0,0,,,0,,,0,,,0,,,,,0,,,
"KY, Grant",,0,1,,1,,,,,,,,,,,,,,,
"KY, Graves",,2,0,,,,,,,,,,0,,,,0,,,
"KY, Grayson",,2,,,,,,,,,,,,,,,,,,
"KY, Green",,1,0,,,,,,,,,,,,,,,,,
"KY, Greenup",,1,1,,,,,,1,,,,,,,,1,,0,
"KY, Hancock",,0,0,,,,,,,,,,,,,,,,,
"KY, Hardin",0,0,0,,,0,,,1,,,,,,,0,0,0,,
"KY, Harrison",,0,0,0,,,,,,,,,,,,,,0,,
"KY, Hart",,0,1,,,,,,,,,,,,,0,0,,,
"KY, Henderson",,0,0,,,0,,,,,,0,,,1,,,,,
"KY, Henry",,0,,,,,,,,0,,1,,,,,1,,,
"KY, Hickman",,0,,,,0,,,,,,,,,,,,,,
"KY, Hopkins",,0,,,,0,0,,,,,,1,,,,3,1,,
"KY, Jackson",,,,,,,,,,,,,,,,,,0,,
"KY, Jefferson",0,28,0,1,1,1,1,0,0,2,1,9,1,1,0,2,2,5,2,
"KY, Jessamine",0,1,0,0,,,0,,,,,,,,,,,,,
"KY, Johnson",,0,,,,,,,,0,,,,,,,0,,,
"KY, Kenton",,1,1,,2,,1,2,,,1,3,,,,1,1,3,2,
"KY, Knox",,0,,,,,,,,,,,,,,,,,,
"KY, Larue",,0,0,,,,,,,,,,,,,,,,,
"KY, Laurel",,0,1,,,,,,,,,1,,,,,,,,
"KY, Lawrence",,,0,,,,,,,,,,,,,,,,,
"KY, Lee",,,0,,,,0,,,,,,,,,,,,,
"KY, Leslie",,0,,,,,,,,,,,,,,,,,,
"KY, Letcher",,0,0,,,,,,,,,,,,,,,,,
"KY, Lewis",,0,0,,0,,,,,,,,,,,,,0,,
"KY, Lincoln",,1,,0,0,1,,,,,,,0,,,,,,,
"KY, Livingston",,0,0,,,,,,,,,,,,,,,,,
"KY, Logan",,1,0,,,,,,,,,,,,,0,,0,,
"KY, Lyon",,0,,,,,,,,,,,,,,,,,,
"KY, Madison",,0,0,,,,,,,0,,1,,,,,,,,0
"KY, Magoffin",,0,,,,,,,,,,,,,,,,0,,
"KY, Marion",,1,1,,,,,,0,,,,,0,,,,,,
"KY, Marshall",,0,0,0,,,,,1,,,,,0,,,,,,
"KY, Martin",,0,,,,,,,,,,,,,,,,,,
"KY, Mason",,0,,,,,0,,,,,,,,,,,1,,
"KY, Mccracken",,2,0,2,,0,,1,,,1,1,1,,,,,,2,
"KY, Mccreary",,1,,0,,,,,,,,,,,,,,,,
"KY, Mclean",,0,0,,,,,,,,,,,,,,,,,
"KY, Meade",,,0,,,,,,,,,,,,,,,,,
"KY, Menifee",,0,0,,,,,,,,,,,,,,0,,,
"KY, Mercer",,1,0,,,,,,,,,,,,,,,0,,
"KY, Metcalfe",,0,0,0,,,,,,,,,,,,,0,,1,
"KY, Monroe",,1,,,0,,,,,,,,,,,1,,,,
"KY, Montgomery",,0,0,0,0,,,,,,,,,,0,,,,,
"KY, Morgan",,0,0,,,,,,,,,,,,,,,,,
"KY, Muhlenberg",,0,0,,,0,,,,0,,,,,,,,,,
"KY, Nelson",,1,0,1,,0,0,,,,,,,,0,,,,,
"KY, Nicholas",,0,,,0,,,,,,,,,,0,,,,,
"KY, Ohio",,0,0,0,,,,,,,,,,,,,,,,
"KY, Oldham",0,0,0,0,,0,,,,0,,,,,,,,,,
"KY, Pendleton",,0,,,,,,0,,,,,,,,,,0,,
"KY, Perry",,0,,,,,,,,,,,,,,,,,,
"KY, Pike",,0,0,,,,,,,,,,,,,,,,,
"KY, Powell",,0,0,,,,,,,,,,,,,0,,,0,
"KY, Pulaski",,2,0,,,,,,,,,,,,,,0,0,,
"KY, Rockcastle",,0,,,,,,,,,,,,,,,,0,,
"KY, Rowan",,0,0,,,,,,,,,,,,,,,,,
"KY, Russell",,0,,2,,,,,,,,,,,,,0,,,
"KY, Scott",,0,0,,,0,,,,,,0,,,,,,,,
"KY, Shelby",,0,0,,,,,,,0,,0,,,0,,,,,
"KY, Simpson",,2,0,,,,,,,,,,,,,,,,,
"KY, Spencer",,0,0,,,,,,,,,,,,,,,,,
"KY, Taylor",0,1,0,,,,0,,,0,,0,,,,,,,,
"KY, Todd",,0,0,,,1,,0,,,,,0,,,,,0,,
"KY, Trigg",,0,,,,,,,,,,,0,,,,,,,
"KY, Trimble",,0,,,,,,,,,,,,,,,,,,
"KY, Union",,2,,,,,,,,,,,0,,,0,,,,
"KY, Warren",,0,0,0,,,,,0,,,0,0,,1,,,,1,
"KY, Washington",,1,0,,,,,,,,,,,,,,,,,0
"KY, Wayne",,,0,,,,,,,,,1,,,,,,,,
"KY, Webster",,0,0,,,0,,,,,,,,,,,,,,
"KY, Whitley",,0,,,,0,,,,,,,,,,,,,,
"KY, Wolfe",,2,,,,,,,,,,,,,,,,,,
"KY, Woodford",0,0,0,,,,,,,,,,,,,,,0,,
"LA, Acadia Parish",,0,0,0,2,,,0,0,,,0,1,0,0,,0,0,,0
"LA, Allen Parish",,1,0,0,0,,,1,1,,,1,0,,1,1,1,0,,0
"LA, Ascension Parish",,15,2,1,4,22,,0,0,7,0,9,2,6,3,1,0,9,0,0
"LA, Assumption Parish",,0,1,0,,1,,,,,,1,,,0,1,1,0,0,0
"LA, Avoyelles Parish",,2,0,0,0,1,1,1,,,,2,,,1,0,,,,
"LA, Beauregard Parish",,0,0,1,1,,1,,,1,,3,,,,1,,,0,
"LA, Bienville Parish",,,0,0,0,,0,,,,,1,,,,,,,,
"LA, Bossier Parish",,3,10,10,6,4,1,0,0,,,17,1,5,1,2,3,3,,3
"LA, Caddo Parish",,5,41,13,21,6,10,8,3,0,,43,1,37,7,11,8,7,2,6
"LA, Calcasieu Parish",0,10,1,3,3,9,0,3,0,0,2,19,2,1,2,6,0,0,0,0
"LA, Caldwell Parish",,0,0,1,1,,,,,,,1,3,,,,,,,
"LA, Cameron Parish",,0,0,0,0,0,0,0,0,,,1,,,,,,0,,
"LA, Catahoula Parish",,,1,,,1,,,,,,1,,,,,1,,,
"LA, Claiborne Parish",,0,1,0,0,,,,,,,,,,,,,1,,
"LA, Concordia Parish",,1,0,1,0,1,1,,,,,5,,,,,1,,,
"LA, De Soto Parish",,1,1,0,2,1,,,,,,4,,1,,2,0,2,,
"LA, East Baton Rouge Parish",,50,4,29,25,15,0,5,5,10,0,43,0,39,3,9,8,14,4,2
"LA, East Carroll Parish",,0,,0,,,,,,,,,,,0,,,,,
"LA, East Feliciana Parish",,4,1,2,,,,1,,,,8,,,,2,,,,
"LA, Evangeline Parish",,1,0,1,,,1,,,,,0,,,,1,,1,,
"LA, Franklin Parish",,0,0,1,1,1,,,0,,,2,,1,0,1,1,,,
"LA, Grant Parish",,1,0,0,,0,,,,,,3,,,0,,1,1,,
"LA, Iberia Parish",,2,1,0,4,,0,0,0,3,,2,0,0,,0,1,0,0,0
"LA, Iberville Parish",,5,0,0,4,,0,0,0,0,,5,,3,1,1,,2,,
"LA, Jackson Parish",,0,0,0,0,,1,,,,,,,,,,1,,,
"LA, Jefferson Davis Parish",,0,1,1,0,,,0,0,0,,1,0,1,3,1,,,0,0
"LA, Jefferson Parish",1,41,3,1,7,14,2,2,0,0,0,17,0,0,1,0,1,2,0,1
"LA, La Salle Parish",,0,0,0,,,,,,,,2,,,,,1,,,
"LA, Lafayette Parish",,5,0,1,1,2,1,1,0,1,,3,12,0,0,1,0,2,,
"LA, Lafourche Parish",,0,4,0,1,3,0,0,0,0,0,3,,5,1,0,0,3,0,0
"LA, Lincoln Parish",,0,2,0,1,0,,1,,,,2,0,,,1,2,0,,0
"LA, Livingston Parish",,18,6,9,21,5,1,2,0,1,2,14,1,8,0,4,3,4,3,1
"LA, Madison Parish",,0,,1,0,,,,,,,1,,,,,,,,1
"LA, Morehouse Parish",,0,2,2,1,,1,,,,,2,1,,,,2,0,1,
"LA, Natchitoches Parish",,1,3,0,0,0,,,,,,2,,1,0,,,,1,
"LA, Orleans Parish",,22,4,1,12,17,4,2,0,,0,16,0,3,3,1,0,3,0,0
"LA, Ouachita Parish",,10,3,7,18,5,2,1,2,0,,9,20,3,6,4,1,6,0,0
"LA, Plaquemines Parish",0,0,0,0,,,,0,,0,0,0,,0,0,0,,,,
"LA, Pointe Coupee Parish",,12,,0,1,,,5,,,,4,,3,2,,,,,
"LA, Rapides Parish",,22,3,9,8,9,4,,1,,,17,4,0,8,2,10,4,3,1
"LA, Red River Parish",,1,,0,,,,,,1,,,,,,,,,,
"LA, Richland Parish",,2,1,1,1,1,,,,,,2,,,,,,,,
"LA, Sabine Parish",,,0,0,0,,1,,,,,,,,,,0,,,
"LA, St Bernard Parish",,2,1,0,2,2,,0,0,0,,1,,,0,0,0,0,0,0
"LA, St Charles Parish",,1,1,0,0,,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"LA, St Helena Parish",,1,2,,2,,,,,,,2,,,,,,,,
"LA, St James Parish",,3,0,0,0,,,0,0,0,,0,,0,0,,0,2,0,0
"LA, St John The Baptist Parish",,3,0,0,0,,1,0,0,0,0,0,,0,0,,0,0,,0
"LA, St Landry Parish",,1,0,4,1,,0,1,0,,,1,1,,2,0,,1,,
"LA, St Martin Parish",,1,0,0,0,0,,0,0,0,0,1,2,0,1,0,0,1,0,0
"LA, St Mary Parish",,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
"LA, St Tammany Parish",,40,7,1,5,33,1,8,6,1,2,21,3,4,2,1,4,10,3,0
"LA, Tangipahoa Parish",,24,6,1,3,14,2,6,1,0,1,16,0,1,1,2,0,1,0,2
"LA, Tensas Parish",,1,,0,,,,,,,,,,,,,,,,
"LA, Terrebonne Parish",,1,3,0,0,0,0,0,0,0,,2,0,1,0,,1,1,,0
"LA, Union Parish",,1,1,1,1,1,,,,,,1,,,,,,,,
"LA, Vermilion Parish",0,0,0,0,0,1,,0,0,1,0,0,0,,0,0,,,0,0
"LA, Vernon Parish",,1,0,0,2,1,0,,,,1,1,0,,0,0,,,,
"LA, Washington Parish",,10,2,1,5,6,2,,2,,2,3,,1,1,,1,1,3,
"LA, Webster Parish",,0,1,1,1,2,0,,,,,9,,,1,1,,,,1
"LA, West Baton Rouge Parish",,2,0,1,2,2,0,0,0,1,0,5,0,0,0,0,0,2,0,0
"LA, West Carroll Parish",,0,3,3,,,2,,,,,,,,,,,,,0
"LA, West Feliciana Parish",,0,0,0,,0,,1,,,,2,,,,1,,,,
"LA, Winn Parish",,1,0,0,1,,,,,,,3,,,,,,,,0
"MA, Barnstable",0,0,0,,0,0,1,0,0,,,0,0,0,0,,1,4,0,
"MA, Berkshire",,0,0,,,,,,,,0,1,0,0,0,,0,1,0,
"MA, Bristol",2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1
"MA, Dukes",,0,0,,0,,,0,,,0,,0,,,,,0,,
"MA, Essex",0,2,1,0,0,0,0,0,0,0,1,0,2,1,0,1,0,8,0,
